task,split,seed,stratum,source_n,sample_n,class_0_n,class_1_n,positions_sha256,first_rank_digest,tableshift_commit,ood_validation_accessed
brfss_diabetes,train,42,q2000,1060712,2000,1756,244,ee1756348bafe7ffe4063501f102d393cde45485f8d9dfe9351d81a27ccd83f6,0000100121aa87f70076c73376f158230eb5ed8443270e42e5d4c7aef025f222,fca9429814703a07e3902d005d46563a207b7f0a,False
brfss_diabetes,train,123,q1000,1060712,1000,864,136,cf39c137f930a867d87004bf239b6eb92d0c0cb735de1c921b1e1b9fc8c9cbfd,000019944fcc05f6df8f22d6cdde28c294017f3bb34f39c95e30215abe64e2b8,fca9429814703a07e3902d005d46563a207b7f0a,False
brfss_diabetes,train,123,q2000,1060712,2000,1749,251,d4e6ae432712ee8f8266470ba0b947091bba4e8ef5cdd034fba8760c7b104709,000019944fcc05f6df8f22d6cdde28c294017f3bb34f39c95e30215abe64e2b8,fca9429814703a07e3902d005d46563a207b7f0a,False
brfss_diabetes,train,999,q1000,1060712,1000,885,115,a8969b74f669f913271ced19e09b4d2daa242ff41036c9874098ef965a1b4b8a,000011102a8998e57ccd0d6445bd17154487326b73e146eef3c244ea721b1198,fca9429814703a07e3902d005d46563a207b7f0a,False
brfss_diabetes,train,999,q2000,1060712,2000,1762,238,2362ae280fd9161d17fd3562ed2ef8b4bc2fbc9729e7c7eb0216862419a7dd7a,000011102a8998e57ccd0d6445bd17154487326b73e146eef3c244ea721b1198,fca9429814703a07e3902d005d46563a207b7f0a,False
brfss_diabetes,train,2024,q1000,1060712,1000,881,119,fe1fbdcd784f776b99ae290625e96df8f8b9aa08e067f3e4b50f6fa4918f5de5,0000095b981344b20f8b9b62e59c5e077872b6fdd9f7571fe68cbae41e106853,fca9429814703a07e3902d005d46563a207b7f0a,False
brfss_diabetes,train,2024,q2000,1060712,2000,1750,250,470fb79479309db8eb7cc33e30bfce6ad9f814679cf8ebd0466d93f1f96c3ea5,0000095b981344b20f8b9b62e59c5e077872b6fdd9f7571fe68cbae41e106853,fca9429814703a07e3902d005d46563a207b7f0a,False
brfss_diabetes,validation,7,q1000,132589,250,212,38,b4ff3a453d7872e1e641b75dd70ffecf23fb0e10e73217cf2b0d8e9e386ac089,0001688af30b8f8cedc83fa9252523d1bc5124c367fd6003b9e962fc0b3bf3ab,fca9429814703a07e3902d005d46563a207b7f0a,False
brfss_diabetes,validation,7,q2000,132589,500,439,61,844c8d8d4fd9971f832aba22f059f9b083078447dcb042121bd690e78a876691,0001688af30b8f8cedc83fa9252523d1bc5124c367fd6003b9e962fc0b3bf3ab,fca9429814703a07e3902d005d46563a207b7f0a,False
brfss_diabetes,validation,42,q1000,132589,250,211,39,6c75c1ea86288eb9a75dc42d6f7da08f0c179b2d57e5a5eff982ce670d0bf394,000126cc6a5bfe7611cdcba4032b552425ff16e495f0e41e21f37dea5c7e6b56,fca9429814703a07e3902d005d46563a207b7f0a,False
brfss_diabetes,validation,42,q2000,132589,500,429,71,73d64867d2d9183cfbc074c352cad8b557a97d30b00cfd7820e7afce1e26eeea,000126cc6a5bfe7611cdcba4032b552425ff16e495f0e41e21f37dea5c7e6b56,fca9429814703a07e3902d005d46563a207b7f0a,False
brfss_diabetes,validation,123,q1000,132589,250,214,36,df828bb80d78f83e53a520a3bdf7fa3bbeb8a830abac03dce8440772be691c9d,00002dc9bfb0b4d6b2f9ad55b2ad4981b21d63f68b77460c7a2f94e44869e70e,fca9429814703a07e3902d005d46563a207b7f0a,False
brfss_diabetes,validation,123,q2000,132589,500,434,66,66a570e100202bc2d5a5c3b9ef584d5f0f6da9a4ae56bfd5dbdbb7f7e576c7a7,00002dc9bfb0b4d6b2f9ad55b2ad4981b21d63f68b77460c7a2f94e44869e70e,fca9429814703a07e3902d005d46563a207b7f0a,False
brfss_diabetes,validation,999,q1000,132589,250,218,32,e8f85bc489860dae9bd5d185f7520d2990a72b4b1eee0583e5e062d6b7ddf67c,0000305b9d8f5c037e3351375945dc5e49dbfd76230f83c7c6251b0a7e90642c,fca9429814703a07e3902d005d46563a207b7f0a,False
brfss_diabetes,validation,999,q2000,132589,500,444,56,4878effd282b08afb6c62ca2266fddcfd0bb00c798de5ff54c1beb8de0486db9,0000305b9d8f5c037e3351375945dc5e49dbfd76230f83c7c6251b0a7e90642c,fca9429814703a07e3902d005d46563a207b7f0a,False
brfss_diabetes,validation,2024,q1000,132589,250,221,29,4d27d17ed01407ee4ca3455aa39904cb3734247ef0e17bb9b8104a193881d518,000018bbd570b241a9f42c872c708593437b46122f53ee11bc15086f3215a529,fca9429814703a07e3902d005d46563a207b7f0a,False
brfss_diabetes,validation,2024,q2000,132589,500,446,54,ff1128b1825b0897494350d9c965861e62b307bfba8910fec0a5e65faa5a2331,000018bbd570b241a9f42c872c708593437b46122f53ee11bc15086f3215a529,fca9429814703a07e3902d005d46563a207b7f0a,False
