task,split,seed,stratum,source_n,sample_n,class_0_n,class_1_n,positions_sha256,first_rank_digest,tableshift_commit,ood_validation_accessed
acsincome,ood_test,123,q1000,75911,500,294,206,6294b17f752b73183979b7fec4065003c836945260814a7fce22907a1cef6a67,00007586119085d51738d60dc86765afc4ae104e2b3c28e9fbb43b6f344cce03,fca9429814703a07e3902d005d46563a207b7f0a,False
acsincome,ood_test,123,q2000,75911,1000,597,403,d6e80800309be7b10a8e292233916143b1e2ac2d56d4a7180e0fcf591bb21c65,00007586119085d51738d60dc86765afc4ae104e2b3c28e9fbb43b6f344cce03,fca9429814703a07e3902d005d46563a207b7f0a,False
acsincome,ood_test,999,q1000,75911,500,293,207,3d2ecf71511518b518665fc1c47921d9ccc38dd383e8a03905a041dded137fa3,00002c380998a6a388ef185de508d108be7fd722018d7d6f013bf81cc757c85d,fca9429814703a07e3902d005d46563a207b7f0a,False
acsincome,ood_test,999,q2000,75911,1000,588,412,bfae20ccfb5e6e4d16190fb9346da88840dcc55e9b8f8a13dd1636dce3e830e3,00002c380998a6a388ef185de508d108be7fd722018d7d6f013bf81cc757c85d,fca9429814703a07e3902d005d46563a207b7f0a,False
acsincome,ood_test,2024,q1000,75911,500,301,199,5e60852513da95e9d05d3cb339290b8ae8fc3a1cd8cfd5ae989807c77e300234,000246b58d28b2cf4b799a0d8e88ee4ba41b0435cebab0a58f965a5bf111ee47,fca9429814703a07e3902d005d46563a207b7f0a,False
acsincome,ood_test,2024,q2000,75911,1000,597,403,4fbb85e57efb8594a0eb507965d72ef297f4e094bd8f9e05d5e0c67c410d0997,000246b58d28b2cf4b799a0d8e88ee4ba41b0435cebab0a58f965a5bf111ee47,fca9429814703a07e3902d005d46563a207b7f0a,False
acsincome,train,7,q1000,1264123,1000,683,317,a7afadde450871fd7133533f1db36d991f7350387b4381e2717c18bf065ef604,000009daf01c91c0b087c9961d0609b5328558b5ae908b58fd0a12ab034ba072,fca9429814703a07e3902d005d46563a207b7f0a,False
acsincome,train,7,q2000,1264123,2000,1367,633,ec320b0452e07d9448a041bb13b707ffc82dfcbb2787055815bcd1cee1d2b8ba,000009daf01c91c0b087c9961d0609b5328558b5ae908b58fd0a12ab034ba072,fca9429814703a07e3902d005d46563a207b7f0a,False
acsincome,train,42,q1000,1264123,1000,677,323,864cdca1829565ec4aa72787593263fe9fcda39119eed6f1af27b1c61b155be8,0000055bea22aa0ab476b7bbe3e3cf105bed285f97028423f722adb709ce0814,fca9429814703a07e3902d005d46563a207b7f0a,False
acsincome,train,42,q2000,1264123,2000,1338,662,6fff75dbad2dcdbf3574c738070273796a47f4e0d9f2999e1b354d1ed371c9eb,0000055bea22aa0ab476b7bbe3e3cf105bed285f97028423f722adb709ce0814,fca9429814703a07e3902d005d46563a207b7f0a,False
acsincome,train,123,q1000,1264123,1000,674,326,acae23c8616b5b852c25320101983923512e602592c5a92ba8f16ebe573c6127,00000f92d82540a1b4b6f03e9172921a22f67cb1366f690bbc9b83e7d10c1267,fca9429814703a07e3902d005d46563a207b7f0a,False
acsincome,train,123,q2000,1264123,2000,1354,646,1fef53e964710f84615dd8189a664dc6aeb4b3bc3c45ba20493bc72634e1be7f,00000f92d82540a1b4b6f03e9172921a22f67cb1366f690bbc9b83e7d10c1267,fca9429814703a07e3902d005d46563a207b7f0a,False
acsincome,train,999,q1000,1264123,1000,688,312,f4a46e41ccefae2fb0deff5e75ddff104ca1ffec9fe768683330bbaa97b959fb,000000bd7b1e9fa3962629a6853112e3b2a390351c6fde3cfd131c1ae3c31e98,fca9429814703a07e3902d005d46563a207b7f0a,False
acsincome,train,999,q2000,1264123,2000,1389,611,ea664ab63a4efd52a03298a06fc72f7be872b16e9f13cf16bfa867a35576b295,000000bd7b1e9fa3962629a6853112e3b2a390351c6fde3cfd131c1ae3c31e98,fca9429814703a07e3902d005d46563a207b7f0a,False
acsincome,train,2024,q1000,1264123,1000,674,326,db088572bfe245df4b7a6ea83d0911b3379e0f97ca523868c48720460218a737,000005ac694a7f1d43fd691127e5a4039ebfe117ba06ae704101ea4c7e8d9e57,fca9429814703a07e3902d005d46563a207b7f0a,False
acsincome,train,2024,q2000,1264123,2000,1347,653,54e4a767e9996ff50273688fc8b2507b2d547310fc2161cdeea87fa6700f83ed,000005ac694a7f1d43fd691127e5a4039ebfe117ba06ae704101ea4c7e8d9e57,fca9429814703a07e3902d005d46563a207b7f0a,False
acsincome,validation,7,q1000,158015,250,169,81,88419c12adfb8a1e137a5e98ba7137c9da8107c927603ee96480878032c28290,00000c86635baa55cc608896234421ae305ca0581fb9423a551d91e51f7b42a8,fca9429814703a07e3902d005d46563a207b7f0a,False
acsincome,validation,7,q2000,158015,500,345,155,da8fbef6582a1bcf20b1b8e346c5abfe82e57b762225a14bd6b52ac88f90d07d,00000c86635baa55cc608896234421ae305ca0581fb9423a551d91e51f7b42a8,fca9429814703a07e3902d005d46563a207b7f0a,False
acsincome,validation,42,q1000,158015,250,168,82,9f8af8f69a89b676d7acf0610dfdb787b6cde254f71f571aa0350c8c33c8c8b4,0000664ca69506eb7e5f7773650c9fd9e526e712e74fd5150eb1241a45186503,fca9429814703a07e3902d005d46563a207b7f0a,False
acsincome,validation,42,q2000,158015,500,336,164,d366365268562694154ff3233211c3be5e7e8399d6195dc125949df7fcfeb652,0000664ca69506eb7e5f7773650c9fd9e526e712e74fd5150eb1241a45186503,fca9429814703a07e3902d005d46563a207b7f0a,False
acsincome,validation,123,q1000,158015,250,168,82,c7431ef3fc7a7136466ed97a7960be3619cc4d8625b39bc777ff844616904927,000046571a28775e39a7abfc5944f35b379aa1e79afbaf83f1803d4d397a0b50,fca9429814703a07e3902d005d46563a207b7f0a,False
acsincome,validation,123,q2000,158015,500,337,163,d43f99b43088a184975e1e06e9cf5fd4f877615cef6c90da37a2cf7c455e2ef7,000046571a28775e39a7abfc5944f35b379aa1e79afbaf83f1803d4d397a0b50,fca9429814703a07e3902d005d46563a207b7f0a,False
acsincome,validation,999,q1000,158015,250,175,75,d146d3043c1485a13ab7512ba07b5e30359ed96a94ec214268f8b84f4a773da9,00007092a3bf8bcff2528a4a9e418f3bb6837c0c5cd7bfd1e9d6369758f01b22,fca9429814703a07e3902d005d46563a207b7f0a,False
acsincome,validation,999,q2000,158015,500,344,156,fd5f0c20f914eb1e11d8538a57da14652d73f48f4e3a69f07bdb2bca16fafdac,00007092a3bf8bcff2528a4a9e418f3bb6837c0c5cd7bfd1e9d6369758f01b22,fca9429814703a07e3902d005d46563a207b7f0a,False
acsincome,validation,2024,q1000,158015,250,174,76,ba4d9414c2f4a240607474e6274b6cc136afc88871c30839b27ca543ef4ca8ce,000029e9286736ebb7c419062dd5063ca6b77f6b33b528e18e761798af1f187e,fca9429814703a07e3902d005d46563a207b7f0a,False
acsincome,validation,2024,q2000,158015,500,344,156,559eff9ae909f08ff191c48da3f64b131dba4756598a3d548805e638dbd7dde0,000029e9286736ebb7c419062dd5063ca6b77f6b33b528e18e761798af1f187e,fca9429814703a07e3902d005d46563a207b7f0a,False
