task,split,seed,stratum,source_n,sample_n,class_0_n,class_1_n,positions_sha256,first_rank_digest,tableshift_commit,ood_validation_accessed
diabetes_readmission,train,42,q2000,34288,2000,1165,835,4bc4fa0c5e6f390f3f751ba479ea93bb78acd5963f47b7223b248126691825a9,000017ddc012bf7773a3f2f0b1c0d286189506ae499b0b302ef1a5152a375aae,fca9429814703a07e3902d005d46563a207b7f0a,False
diabetes_readmission,train,123,q1000,34288,1000,578,422,2b76a15740435146d1f725f150899a5c7eac9cf3f47b50f8254dd0f3bff18709,00007ab24295f3f22bd68d781358676e314f9f0f2335b55d9de7c1c7de8d8abe,fca9429814703a07e3902d005d46563a207b7f0a,False
diabetes_readmission,train,123,q2000,34288,2000,1148,852,27a43f7712c139b9883c1c1b1f85698abd998c0c2c219173494ff6ce9cf7ad64,00007ab24295f3f22bd68d781358676e314f9f0f2335b55d9de7c1c7de8d8abe,fca9429814703a07e3902d005d46563a207b7f0a,False
diabetes_readmission,train,999,q1000,34288,1000,579,421,1ba0010499fc028cb90cd008b14ad937c044758d536d853359aa6518a8a4c69d,0002149e6560f7a68186656c005425846500270d0a36b68ee8c43a3f04eb429d,fca9429814703a07e3902d005d46563a207b7f0a,False
diabetes_readmission,train,999,q2000,34288,2000,1143,857,ddaffb14c83008456e4e4db99af6fbfe8bf1f2b4411756697f6efe57db5da3aa,0002149e6560f7a68186656c005425846500270d0a36b68ee8c43a3f04eb429d,fca9429814703a07e3902d005d46563a207b7f0a,False
diabetes_readmission,train,2024,q1000,34288,1000,592,408,114aea2e1d7eeaf30bf2a4ba378b090fd886bba3a9b8761b18995319ea95e7a2,0000677adaae61c1e000478b20e146ab2ae0de190ed737a66f4169e26533f519,fca9429814703a07e3902d005d46563a207b7f0a,False
diabetes_readmission,train,2024,q2000,34288,2000,1140,860,430ac9e16237960f477744e6eb048e34e719a268b8f1bf8a2c4cd1004f40c0f0,0000677adaae61c1e000478b20e146ab2ae0de190ed737a66f4169e26533f519,fca9429814703a07e3902d005d46563a207b7f0a,False
diabetes_readmission,validation,7,q1000,4286,250,135,115,a7a8dfdb1d584f372c81a1756d6c4ed4e9d9bf66b98321f77626607a2b9b0ac3,000462896272a5edc165c0d18b553bba7b88f4757ed556321814ada653fed500,fca9429814703a07e3902d005d46563a207b7f0a,False
diabetes_readmission,validation,7,q2000,4286,500,276,224,e5921bfe2a28a73102859edf55dea6273598ca11362b39c60e9b770de7ad5ea4,000462896272a5edc165c0d18b553bba7b88f4757ed556321814ada653fed500,fca9429814703a07e3902d005d46563a207b7f0a,False
diabetes_readmission,validation,42,q1000,4286,250,149,101,ab7a2eb6d2bd69649a8f6ef462da9fb6cff9d61bd6464d710adada6030c4828d,003d0f0e5b0db902a00f0d77b0355f29f8f7b09155367bf52f35d22a2b122f91,fca9429814703a07e3902d005d46563a207b7f0a,False
diabetes_readmission,validation,42,q2000,4286,500,291,209,ce065982c676b623bf6ef0a3cedb51bd0a776e18d0940e50d020d54670ac4f54,003d0f0e5b0db902a00f0d77b0355f29f8f7b09155367bf52f35d22a2b122f91,fca9429814703a07e3902d005d46563a207b7f0a,False
diabetes_readmission,validation,123,q1000,4286,250,149,101,9d9d0eaa4d85eb9a33ed8578dfbc87436ae246c8ebe9a43e7281648599bab120,0003ff7fecec72e401a4316930133fe57d7058591f3ee52bb3e2cbedc2dcaace,fca9429814703a07e3902d005d46563a207b7f0a,False
diabetes_readmission,validation,123,q2000,4286,500,287,213,8f2cc3937876d80b7cad64a06d78471e27b08a2c401acb41f303cd45a22a8bea,0003ff7fecec72e401a4316930133fe57d7058591f3ee52bb3e2cbedc2dcaace,fca9429814703a07e3902d005d46563a207b7f0a,False
diabetes_readmission,validation,999,q1000,4286,250,153,97,b6817fe59f69c44b3364accc22606312ebb40c47dad1f3c1cc7900295a462e90,0002e49e256e987c2cb276c29b4b7e8459bfc9a857505d4c2b58adbecd906478,fca9429814703a07e3902d005d46563a207b7f0a,False
diabetes_readmission,validation,999,q2000,4286,500,297,203,1e39a7302b07c78553d289a12243d97ab920abf5cea5993ff5c0f14bb6be525f,0002e49e256e987c2cb276c29b4b7e8459bfc9a857505d4c2b58adbecd906478,fca9429814703a07e3902d005d46563a207b7f0a,False
diabetes_readmission,validation,2024,q1000,4286,250,150,100,011394bf89d8d4f0803299b8dc787d9d7e9ae7248c203967dfae8df65f732db7,002f373f49eddf3c616151ef59d703959ec3c661660f48e00ac5056b7be8f54a,fca9429814703a07e3902d005d46563a207b7f0a,False
diabetes_readmission,validation,2024,q2000,4286,500,291,209,7d685f745d0c03160b296372b788845f57a362cd448b62e38a8fbfab3181d57c,002f373f49eddf3c616151ef59d703959ec3c661660f48e00ac5056b7be8f54a,fca9429814703a07e3902d005d46563a207b7f0a,False
